gene_ncbi,set,type
25840,mentioned_hits_null,transcriptomics
25841,mentioned_hits_null,transcriptomics
25842,mentioned_hits_null,transcriptomics
25843,mentioned_hits_null,transcriptomics
124152,mentioned_hits_null,transcriptomics
25852,mentioned_hits_null,transcriptomics
285193,mentioned_hits_null,transcriptomics
25854,mentioned_hits_null,transcriptomics
25855,mentioned_hits_null,transcriptomics
255231,mentioned_hits_null,transcriptomics
25862,mentioned_hits_null,transcriptomics
25864,mentioned_hits_null,transcriptomics
25865,mentioned_hits_null,transcriptomics
91404,mentioned_hits_null,transcriptomics
25870,mentioned_hits_null,transcriptomics
25873,mentioned_hits_null,transcriptomics
25875,mentioned_hits_null,transcriptomics
222484,mentioned_hits_null,transcriptomics
317762,mentioned_hits_null,transcriptomics
25878,mentioned_hits_null,transcriptomics
25879,mentioned_hits_null,transcriptomics
25880,mentioned_hits_null,transcriptomics
25885,mentioned_hits_null,transcriptomics
25890,mentioned_hits_null,transcriptomics
25891,mentioned_hits_null,transcriptomics
25894,mentioned_hits_null,transcriptomics
91433,mentioned_hits_null,transcriptomics
25897,mentioned_hits_null,transcriptomics
255275,mentioned_hits_null,transcriptomics
25901,mentioned_hits_null,transcriptomics
25903,mentioned_hits_null,transcriptomics
91442,mentioned_hits_null,transcriptomics
25909,mentioned_hits_null,transcriptomics
25911,mentioned_hits_null,transcriptomics
25913,mentioned_hits_null,transcriptomics
91452,mentioned_hits_null,transcriptomics
124222,mentioned_hits_null,transcriptomics
25920,mentioned_hits_null,transcriptomics
25921,mentioned_hits_null,transcriptomics
25923,mentioned_hits_null,transcriptomics
25924,mentioned_hits_null,transcriptomics
91461,mentioned_hits_null,transcriptomics
25927,mentioned_hits_null,transcriptomics
25929,mentioned_hits_null,transcriptomics
25932,mentioned_hits_null,transcriptomics
25934,mentioned_hits_null,transcriptomics
25936,mentioned_hits_null,transcriptomics
25937,mentioned_hits_null,transcriptomics
25938,mentioned_hits_null,transcriptomics
25939,mentioned_hits_null,transcriptomics
25941,mentioned_hits_null,transcriptomics
25942,mentioned_hits_null,transcriptomics
25943,mentioned_hits_null,transcriptomics
100885848,mentioned_hits_null,transcriptomics
25945,mentioned_hits_null,transcriptomics
25946,mentioned_hits_null,transcriptomics
222553,mentioned_hits_null,transcriptomics
25948,mentioned_hits_null,transcriptomics
25949,mentioned_hits_null,transcriptomics
25953,mentioned_hits_null,transcriptomics
25956,mentioned_hits_null,transcriptomics
25957,mentioned_hits_null,transcriptomics
25959,mentioned_hits_null,transcriptomics
25960,mentioned_hits_null,transcriptomics
25961,mentioned_hits_null,transcriptomics
25962,mentioned_hits_null,transcriptomics
25963,mentioned_hits_null,transcriptomics
25966,mentioned_hits_null,transcriptomics
25970,mentioned_hits_null,transcriptomics
25972,mentioned_hits_null,transcriptomics
317781,mentioned_hits_null,transcriptomics
25973,mentioned_hits_null,transcriptomics
25975,mentioned_hits_null,transcriptomics
25977,mentioned_hits_null,transcriptomics
25978,mentioned_hits_null,transcriptomics
25979,mentioned_hits_null,transcriptomics
25981,mentioned_hits_null,transcriptomics
25983,mentioned_hits_null,transcriptomics
25984,mentioned_hits_null,transcriptomics
91522,mentioned_hits_null,transcriptomics
25987,mentioned_hits_null,transcriptomics
91523,mentioned_hits_null,transcriptomics
25989,mentioned_hits_null,transcriptomics
91526,mentioned_hits_null,transcriptomics
25992,mentioned_hits_null,transcriptomics
25996,mentioned_hits_null,transcriptomics
25998,mentioned_hits_null,transcriptomics
26000,mentioned_hits_null,transcriptomics
26001,mentioned_hits_null,transcriptomics
26005,mentioned_hits_null,transcriptomics
91543,mentioned_hits_null,transcriptomics
26007,mentioned_hits_null,transcriptomics
26010,mentioned_hits_null,transcriptomics
26011,mentioned_hits_null,transcriptomics
26012,mentioned_hits_null,transcriptomics
26017,mentioned_hits_null,transcriptomics
26018,mentioned_hits_null,transcriptomics
26019,mentioned_hits_null,transcriptomics
26020,mentioned_hits_null,transcriptomics
26022,mentioned_hits_null,transcriptomics
26024,mentioned_hits_null,transcriptomics
255403,mentioned_hits_null,transcriptomics
26027,mentioned_hits_null,transcriptomics
26030,mentioned_hits_null,transcriptomics
26031,mentioned_hits_null,transcriptomics
26033,mentioned_hits_null,transcriptomics
26034,mentioned_hits_null,transcriptomics
222643,mentioned_hits_null,transcriptomics
26036,mentioned_hits_null,transcriptomics
26037,mentioned_hits_null,transcriptomics
26038,mentioned_hits_null,transcriptomics
26039,mentioned_hits_null,transcriptomics
26040,mentioned_hits_null,transcriptomics
26043,mentioned_hits_null,transcriptomics
26046,mentioned_hits_null,transcriptomics
26047,mentioned_hits_null,transcriptomics
26048,mentioned_hits_null,transcriptomics
91584,mentioned_hits_null,transcriptomics
255426,mentioned_hits_null,transcriptomics
26051,mentioned_hits_null,transcriptomics
26052,mentioned_hits_null,transcriptomics
26053,mentioned_hits_null,transcriptomics
26054,mentioned_hits_null,transcriptomics
124359,mentioned_hits_null,transcriptomics
26056,mentioned_hits_null,transcriptomics
26057,mentioned_hits_null,transcriptomics
26058,mentioned_hits_null,transcriptomics
26059,mentioned_hits_null,transcriptomics
26060,mentioned_hits_null,transcriptomics
26063,mentioned_hits_null,transcriptomics
26064,mentioned_hits_null,transcriptomics
26065,mentioned_hits_null,transcriptomics
91603,mentioned_hits_null,transcriptomics
26071,mentioned_hits_null,transcriptomics
91607,mentioned_hits_null,transcriptomics
26073,mentioned_hits_null,transcriptomics
91612,mentioned_hits_null,transcriptomics
91614,mentioned_hits_null,transcriptomics
26085,mentioned_hits_null,transcriptomics
26088,mentioned_hits_null,transcriptomics
26090,mentioned_hits_null,transcriptomics
26091,mentioned_hits_null,transcriptomics
26094,mentioned_hits_null,transcriptomics
124402,mentioned_hits_null,transcriptomics
26100,mentioned_hits_null,transcriptomics
91647,mentioned_hits_null,transcriptomics
255488,mentioned_hits_null,transcriptomics
26112,mentioned_hits_null,transcriptomics
26115,mentioned_hits_null,transcriptomics
26118,mentioned_hits_null,transcriptomics
26122,mentioned_hits_null,transcriptomics
91662,mentioned_hits_null,transcriptomics
26127,mentioned_hits_null,transcriptomics
91664,mentioned_hits_null,transcriptomics
26128,mentioned_hits_null,transcriptomics
26130,mentioned_hits_null,transcriptomics
26133,mentioned_hits_null,transcriptomics
26135,mentioned_hits_null,transcriptomics
26136,mentioned_hits_null,transcriptomics
26137,mentioned_hits_null,transcriptomics
26140,mentioned_hits_null,transcriptomics
26147,mentioned_hits_null,transcriptomics
91683,mentioned_hits_null,transcriptomics
124454,mentioned_hits_null,transcriptomics
26151,mentioned_hits_null,transcriptomics
26152,mentioned_hits_null,transcriptomics
91689,mentioned_hits_null,transcriptomics
26153,mentioned_hits_null,transcriptomics
26155,mentioned_hits_null,transcriptomics
91687,mentioned_hits_null,transcriptomics
26157,mentioned_hits_null,transcriptomics
26164,mentioned_hits_null,transcriptomics
91703,mentioned_hits_null,transcriptomics
26168,mentioned_hits_null,transcriptomics
386618,mentioned_hits_null,transcriptomics
26173,mentioned_hits_null,transcriptomics
26175,mentioned_hits_null,transcriptomics
124491,mentioned_hits_null,transcriptomics
26188,mentioned_hits_null,transcriptomics
26190,mentioned_hits_null,transcriptomics
26191,mentioned_hits_null,transcriptomics
26205,mentioned_hits_null,transcriptomics
26207,mentioned_hits_null,transcriptomics
124512,mentioned_hits_null,transcriptomics
91748,mentioned_hits_null,transcriptomics
157285,mentioned_hits_null,transcriptomics
91750,mentioned_hits_null,transcriptomics
91752,mentioned_hits_null,transcriptomics
58985,mentioned_hits_null,transcriptomics
222826,mentioned_hits_null,transcriptomics
58986,mentioned_hits_null,transcriptomics
91754,mentioned_hits_null,transcriptomics
26224,mentioned_hits_null,transcriptomics
285267,mentioned_hits_null,transcriptomics
26227,mentioned_hits_null,transcriptomics
26228,mentioned_hits_null,transcriptomics
386679,mentioned_hits_null,transcriptomics
26232,mentioned_hits_null,transcriptomics
91768,mentioned_hits_null,transcriptomics
26234,mentioned_hits_null,transcriptomics
26235,mentioned_hits_null,transcriptomics
124540,mentioned_hits_null,transcriptomics
386683,mentioned_hits_null,transcriptomics
157310,mentioned_hits_null,transcriptomics
105375355,mentioned_hits_null,transcriptomics
157313,mentioned_hits_null,transcriptomics
91782,mentioned_hits_null,transcriptomics
26248,mentioned_hits_null,transcriptomics
255626,mentioned_hits_null,transcriptomics
26251,mentioned_hits_null,transcriptomics
255631,mentioned_hits_null,transcriptomics
26256,mentioned_hits_null,transcriptomics
26257,mentioned_hits_null,transcriptomics
222865,mentioned_hits_null,transcriptomics
26260,mentioned_hits_null,transcriptomics
26263,mentioned_hits_null,transcriptomics
91801,mentioned_hits_null,transcriptomics
26268,mentioned_hits_null,transcriptomics
26269,mentioned_hits_null,transcriptomics
26270,mentioned_hits_null,transcriptomics
26271,mentioned_hits_null,transcriptomics
26275,mentioned_hits_null,transcriptomics
26278,mentioned_hits_null,transcriptomics
124583,mentioned_hits_null,transcriptomics
26281,mentioned_hits_null,transcriptomics
26284,mentioned_hits_null,transcriptomics
26285,mentioned_hits_null,transcriptomics
124590,mentioned_hits_null,transcriptomics
26286,mentioned_hits_null,transcriptomics
55751,mentioned_hits_null,transcriptomics
26289,mentioned_hits_null,transcriptomics
91833,mentioned_hits_null,transcriptomics
26297,mentioned_hits_null,transcriptomics
26298,mentioned_hits_null,transcriptomics
26301,mentioned_hits_null,transcriptomics
157378,mentioned_hits_null,transcriptomics
59082,mentioned_hits_null,transcriptomics
91851,mentioned_hits_null,transcriptomics
59084,mentioned_hits_null,transcriptomics
91862,mentioned_hits_null,transcriptomics
91875,mentioned_hits_null,transcriptomics
222950,mentioned_hits_null,transcriptomics
101410538,mentioned_hits_null,transcriptomics
26353,mentioned_hits_null,transcriptomics
222962,mentioned_hits_null,transcriptomics
26355,mentioned_hits_null,transcriptomics
26354,mentioned_hits_null,transcriptomics
91893,mentioned_hits_null,transcriptomics
255758,mentioned_hits_null,transcriptomics
91937,mentioned_hits_null,transcriptomics
91947,mentioned_hits_null,transcriptomics
91949,mentioned_hits_null,transcriptomics
91966,mentioned_hits_null,transcriptomics
157506,mentioned_hits_null,transcriptomics
91978,mentioned_hits_null,transcriptomics
100820829,mentioned_hits_null,transcriptomics
92002,mentioned_hits_null,transcriptomics
223075,mentioned_hits_null,transcriptomics
26468,mentioned_hits_null,transcriptomics
26469,mentioned_hits_null,transcriptomics
26470,mentioned_hits_null,transcriptomics
26471,mentioned_hits_null,transcriptomics
92014,mentioned_hits_null,transcriptomics
124783,mentioned_hits_null,transcriptomics
92017,mentioned_hits_null,transcriptomics
157567,mentioned_hits_null,transcriptomics
124801,mentioned_hits_null,transcriptomics
157570,mentioned_hits_null,transcriptomics
59269,mentioned_hits_null,transcriptomics
26503,mentioned_hits_null,transcriptomics
124808,mentioned_hits_null,transcriptomics
26504,mentioned_hits_null,transcriptomics
59274,mentioned_hits_null,transcriptomics
26507,mentioned_hits_null,transcriptomics
59277,mentioned_hits_null,transcriptomics
26511,mentioned_hits_null,transcriptomics
26512,mentioned_hits_null,transcriptomics
59284,mentioned_hits_null,transcriptomics
59286,mentioned_hits_null,transcriptomics
26519,mentioned_hits_null,transcriptomics
26521,mentioned_hits_null,transcriptomics
26524,mentioned_hits_null,transcriptomics
26525,mentioned_hits_null,transcriptomics
26528,mentioned_hits_null,transcriptomics
26529,mentioned_hits_null,transcriptomics
124842,mentioned_hits_null,transcriptomics
255919,mentioned_hits_null,transcriptomics
26548,mentioned_hits_null,transcriptomics
157638,mentioned_hits_null,transcriptomics
59336,mentioned_hits_null,transcriptomics
92105,mentioned_hits_null,transcriptomics
92104,mentioned_hits_null,transcriptomics
59339,mentioned_hits_null,transcriptomics
59338,mentioned_hits_null,transcriptomics
59341,mentioned_hits_null,transcriptomics
59342,mentioned_hits_null,transcriptomics
59343,mentioned_hits_null,transcriptomics
59344,mentioned_hits_null,transcriptomics
26574,mentioned_hits_null,transcriptomics
26578,mentioned_hits_null,transcriptomics
26577,mentioned_hits_null,transcriptomics
59345,mentioned_hits_null,transcriptomics
59349,mentioned_hits_null,transcriptomics
59348,mentioned_hits_null,transcriptomics
59351,mentioned_hits_null,transcriptomics
59352,mentioned_hits_null,transcriptomics
26585,mentioned_hits_null,transcriptomics
26586,mentioned_hits_null,transcriptomics
387032,mentioned_hits_null,transcriptomics
92126,mentioned_hits_null,transcriptomics
157680,mentioned_hits_null,transcriptomics
26608,mentioned_hits_null,transcriptomics
285343,mentioned_hits_null,transcriptomics
92154,mentioned_hits_null,transcriptomics
124923,mentioned_hits_null,transcriptomics
157697,mentioned_hits_null,transcriptomics
124935,mentioned_hits_null,transcriptomics
124936,mentioned_hits_null,transcriptomics
92170,mentioned_hits_null,transcriptomics
92181,mentioned_hits_null,transcriptomics
387103,mentioned_hits_null,transcriptomics
92196,mentioned_hits_null,transcriptomics
387119,mentioned_hits_null,transcriptomics
124976,mentioned_hits_null,transcriptomics
124975,mentioned_hits_null,transcriptomics
256051,mentioned_hits_null,transcriptomics
124995,mentioned_hits_null,transcriptomics
124997,mentioned_hits_null,transcriptomics
92241,mentioned_hits_null,transcriptomics
92255,mentioned_hits_null,transcriptomics
92259,mentioned_hits_null,transcriptomics
26740,mentioned_hits_null,transcriptomics
256126,mentioned_hits_null,transcriptomics
26750,mentioned_hits_null,transcriptomics
125058,mentioned_hits_null,transcriptomics
92291,mentioned_hits_null,transcriptomics
92292,mentioned_hits_null,transcriptomics
125061,mentioned_hits_null,transcriptomics
92305,mentioned_hits_null,transcriptomics
92312,mentioned_hits_null,transcriptomics
256158,mentioned_hits_null,transcriptomics
157869,mentioned_hits_null,transcriptomics
285381,mentioned_hits_null,transcriptomics
92340,mentioned_hits_null,transcriptomics
285382,mentioned_hits_null,transcriptomics
92342,mentioned_hits_null,transcriptomics
92344,mentioned_hits_null,transcriptomics
387263,mentioned_hits_null,transcriptomics
92369,mentioned_hits_null,transcriptomics
92370,mentioned_hits_null,transcriptomics
157922,mentioned_hits_null,transcriptomics
92399,mentioned_hits_null,transcriptomics
26873,mentioned_hits_null,transcriptomics
387338,mentioned_hits_null,transcriptomics
256281,mentioned_hits_null,transcriptomics
256302,mentioned_hits_null,transcriptomics
256309,mentioned_hits_null,transcriptomics
92482,mentioned_hits_null,transcriptomics
26953,mentioned_hits_null,transcriptomics
26958,mentioned_hits_null,transcriptomics
26960,mentioned_hits_null,transcriptomics
26973,mentioned_hits_null,transcriptomics
256356,mentioned_hits_null,transcriptomics
26984,mentioned_hits_null,transcriptomics
26985,mentioned_hits_null,transcriptomics
256364,mentioned_hits_null,transcriptomics
