gene_ncbi,pubmed_id,mentioned,mentioned_citations,hit
253559.0,25869804,True,True,True
8464.0,25934476,True,False,True
11093.0,25934476,True,True,True
22936.0,26007630,True,True,True
4582.0,26058915,True,False,True
4781.0,26084801,True,True,True
80333.0,26169577,True,False,True
4255.0,26183928,True,False,True
149111.0,26239289,True,False,True
3556.0,26268530,True,True,True
94120.0,26377243,False,False,True
117289.0,26377243,False,False,True
5071.0,26377243,False,False,True
4018.0,26377243,True,True,True
84947.0,26377243,False,False,True
204801.0,26414677,False,False,True
284417.0,26414677,False,False,True
57605.0,26414677,False,False,True
51720.0,26414677,False,False,True
2956.0,26414677,False,False,True
81550.0,26414677,False,False,True
221711.0,26414677,False,False,True
9874.0,26414677,False,False,True
54933.0,26414677,False,False,True
10521.0,26414677,False,False,True
93210.0,26414677,False,False,True
1820.0,26414677,False,False,True
672.0,26414677,True,True,True
23331.0,26414677,False,False,True
84515.0,26414677,False,True,True
11044.0,26414677,False,False,True
84268.0,26414677,False,False,True
5557.0,26414677,False,False,True
8630.0,26414677,False,False,True
22838.0,26414677,False,False,True
4795.0,26414677,False,False,True
9156.0,26414677,False,False,True
64838.0,26414677,False,False,True
28231.0,26414677,False,False,True
11083.0,26414677,False,False,True
80204.0,26414677,False,False,True
55636.0,26414677,False,False,True
4439.0,26414677,False,False,True
54617.0,26414677,False,False,True
113510.0,26414677,False,False,True
9070.0,26414677,False,False,True
10228.0,26414677,False,False,True
10489.0,26414677,False,False,True
92797.0,26414677,False,False,True
2646.0,26433129,True,True,True
123688.0,26440539,False,False,True
1137.0,26440539,True,True,True
57794.0,26482880,False,False,True
80339.0,26482880,True,True,True
55576.0,26486471,False,True,True
7450.0,26486471,True,True,True
28.0,26486471,False,False,True
134957.0,26486471,False,True,True
55504.0,26545403,False,False,True
2122.0,26545403,False,False,True
81037.0,26545403,True,True,True
10019.0,26621817,True,False,True
6311.0,26621817,False,False,True
8312.0,26733130,False,False,True
284067.0,26733130,False,False,True
84870.0,26733130,False,True,True
5727.0,26733130,True,True,True
317761.0,26752265,False,False,True
54499.0,26752265,False,False,True
6311.0,26752265,True,False,True
10587.0,26752265,True,False,True
4990.0,26752265,False,True,True
9159.0,26763881,True,True,True
6876.0,26763881,False,False,True
116519.0,26763881,False,False,True
1373.0,26822151,True,True,True
